id,beneficio_id,pessoa_id,status_adesao,observacoes,created_at,updated_at
29518a26-d86a-472e-b0af-b78b71b65751,c1308be8-ec81-4f44-9426-a7024187d753,04176573-30e1-45fe-bc32-c41e0ded4475,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
3766feb3-0766-41e8-b565-83b4203d70db,c1308be8-ec81-4f44-9426-a7024187d753,ae85ce82-e74b-4313-a018-c2a7196c74bd,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
3fd0ad77-2e27-4c2d-8ebe-3e48a512c961,260d2246-10b1-4fc6-a804-e3c984b511f0,ae85ce82-e74b-4313-a018-c2a7196c74bd,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
0b6a9a6c-7b54-4544-ad9c-c2cc8caf531d,260d2246-10b1-4fc6-a804-e3c984b511f0,7a5014b5-2472-4403-b31b-d81133000209,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
6ec0f523-b00f-4f75-8da8-1bc661682ba6,c1308be8-ec81-4f44-9426-a7024187d753,a610aa08-d0fe-4689-8c77-a0bfe715e63d,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
e09912a6-6899-4102-9aff-4bc7306f3275,c1308be8-ec81-4f44-9426-a7024187d753,faf9d04d-71b8-4b1f-bbb4-3c2cceaf512d,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
cbba056b-a598-4640-8d1e-f42d8167286c,c1308be8-ec81-4f44-9426-a7024187d753,55980637-5552-4b6f-ad62-eec239875b6d,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
49db8070-e861-4976-b104-f8bed83929c3,260d2246-10b1-4fc6-a804-e3c984b511f0,55980637-5552-4b6f-ad62-eec239875b6d,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
2380344a-7349-4b9f-add6-a54fb73bfb67,c1308be8-ec81-4f44-9426-a7024187d753,71eb6eaf-93a7-4ca8-ab37-e8b7575ce5ec,Concluído,Negado pois não faz 6 meses desde a abertura do MEI.,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
2aafe2aa-aafc-4e20-9d4f-249b19a1ed7a,260d2246-10b1-4fc6-a804-e3c984b511f0,71eb6eaf-93a7-4ca8-ab37-e8b7575ce5ec,Concluído,Negado pois não faz 6 meses desde a abertura do MEI.,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
2d2ba0a2-ff32-41eb-b4f2-a6dcc7c511da,c1308be8-ec81-4f44-9426-a7024187d753,92cc4ca3-851c-4d5a-b406-278aac88005c,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
9501bfe0-09c7-4e9d-b8aa-c5978f8f36f5,260d2246-10b1-4fc6-a804-e3c984b511f0,92cc4ca3-851c-4d5a-b406-278aac88005c,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
fc65ec15-201b-4503-a8d7-63285876b59f,741f22c3-f0c4-40a7-b7df-049ba1977f96,92cc4ca3-851c-4d5a-b406-278aac88005c,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
4cdf9e4c-0a57-462c-afc3-715bfcf8bd35,260d2246-10b1-4fc6-a804-e3c984b511f0,87803f2f-d855-463e-b59f-31abce740659,Concluído,"Solicitado nova inclusão, pois estávamos aguardando um retorno da colaboradora, quanto ao documento Jucesp - a primeira solicitação foi excluída, por conta do tempo de espera.",2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
7c6fd0f6-f1d7-4bc7-96d4-442cb774cf93,c1308be8-ec81-4f44-9426-a7024187d753,87803f2f-d855-463e-b59f-31abce740659,Concluído,"Solicitado nova inclusão, pois estávamos aguardando um retorno da colaboradora, quanto ao documento Jucesp - a primeira solicitação foi excluída, por conta do tempo de espera.",2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
7710a034-2da2-41cf-9b60-255a8fb336ac,741f22c3-f0c4-40a7-b7df-049ba1977f96,87803f2f-d855-463e-b59f-31abce740659,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
0c132c5a-2690-4472-88ae-f3b0a2cf347d,260d2246-10b1-4fc6-a804-e3c984b511f0,67b46cdb-5fe2-47a3-8ea8-b7a635113345,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
a9b5ef9b-da01-4e8b-944d-b9f750ed6f8e,c1308be8-ec81-4f44-9426-a7024187d753,6a763efd-a582-4237-8647-5e9b4aea1adf,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
c1bfd0b0-b10f-46d5-a704-0defbb28dd97,c1308be8-ec81-4f44-9426-a7024187d753,aedaf720-2ea4-4b3e-9ed4-d4ea3dac5cf7,Concluído,Aguardando carencia,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
bbf5b001-d959-4881-b955-79d54e06e6fd,260d2246-10b1-4fc6-a804-e3c984b511f0,aedaf720-2ea4-4b3e-9ed4-d4ea3dac5cf7,Concluído,Aguardando carencia,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
b9421147-d1f5-40aa-8d51-e907f57c167b,260d2246-10b1-4fc6-a804-e3c984b511f0,6a763efd-a582-4237-8647-5e9b4aea1adf,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
