id,pessoa_id,tipo_admissao_id,tipo_contrato,n1_id,n2_id,n3_id,responsavel_rh_id,cargo_id,beneficios_ids,status_dados_pessoais,etapa_atual_id,created_at,updated_at,observacao,gestor_id,primeiro_emprego_clt
97052954-5622-4ead-b108-114547af060c,265c5ff4-79e1-48a5-9c5b-6696b81b74ce,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,9734853f-4956-467b-9217-536015ee1a3d,false
d64be63f-b29e-4738-bad0-2cefa4044836,0f99b83a-ace9-44c2-b554-ef31f2fb4bd5,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
1b09949c-e4dd-42bc-8768-91024b084493,c15c1f3d-ddac-4ef9-83c7-22cfc7a1b1aa,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
2039fd5b-a1c8-473c-9f70-dad7553b325f,12343070-12cb-4f7a-9d67-70bad9f827b5,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
8dd619df-7298-4b02-992c-c37725bb117c,bcb4191c-33ca-4a3d-be00-97db433ef4e8,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,9734853f-4956-467b-9217-536015ee1a3d,false
b8bc9437-6d23-4635-8966-077cbd80e8aa,d1d33b4a-d5b0-467c-85a8-4161c5e3f179,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,9734853f-4956-467b-9217-536015ee1a3d,false
543a0161-270c-4758-93cb-b8f1e4593559,ade07a8e-4045-4ff9-8dc5-03f48269c621,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,ab33a624-f93e-4415-a82e-e044f80fb827,false
585cbe25-3022-49d2-800b-164c45e3e98c,0c34481a-76fc-4bda-ae10-8250ca06ce99,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,9734853f-4956-467b-9217-536015ee1a3d,false
4df0f12a-5010-45e6-b520-289fe5d01400,1e189327-7fe8-412f-a87d-38db04fcc76a,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
3d5023d6-81d6-4611-958a-c171677bcb35,66fd98dc-9788-4b49-8db9-b063c1bcf0ac,,PJ,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
fc2570eb-916d-46fe-9a69-460b92a087b6,,,Temporário,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,0d6ba27f-9747-4aec-8b37-0ad3c5eda611,false
5d817734-06fe-4cd6-846a-2322c9093951,,,Temporário,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,0d6ba27f-9747-4aec-8b37-0ad3c5eda611,false
2c9330a3-9b56-47d4-bdc5-0dacb1ee5b9d,b370c164-8b1b-4afd-8d19-5618c1444a39,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,46d0df03-7246-4ce4-9ee3-821d15001e50,false
